datetime,price,side,is_intraday,unable_to_trade_days
2019-04-08 09:20:00,1202.8,-1,True,37
2019-04-08 09:25:00,1208.0,1,True,37
2019-04-08 09:30:00,1207.8000000000002,-1,True,37
2019-04-08 09:35:00,1226.3999999999999,1,True,37
2019-04-08 11:00:00,1229.95,-1,True,37
2019-04-08 11:50:00,1235.4000000000003,1,True,37
2019-04-08 12:10:00,1223.0,-1,True,37
2019-04-08 13:45:00,1232.2499999999998,1,True,37
2019-04-08 15:00:00,1221.2,-1,True,37
2019-04-08 15:10:00,1216.45,1,True,37
2019-04-09 09:20:00,1043.4,-1,True,37
2019-04-09 09:40:00,1048.2,1,True,37
2019-04-09 10:10:00,1048.4,-1,True,37
2019-04-09 10:25:00,1060.0,1,True,37
2019-04-09 10:30:00,1035.9,-1,True,37
2019-04-09 13:50:00,1026.85,1,True,37
2019-04-10 09:30:00,909.45,-1,True,37
2019-04-10 13:30:00,880.05,1,True,37
2019-04-10 13:40:00,815.1000000000001,-1,True,37
2019-04-10 14:20:00,933.3499999999999,1,True,37
2019-04-10 14:30:00,754.65,-1,True,37
2019-04-10 15:10:00,844.0,1,True,37
2019-04-11 09:20:00,332.40000000000003,-1,True,37
2019-04-11 10:05:00,346.15,1,True,37
2019-04-11 10:10:00,320.00000000000006,-1,True,37
2019-04-11 11:10:00,336.7,1,True,37
2019-04-11 11:15:00,312.6,-1,True,37
2019-04-11 15:10:00,10.25,1,True,37
2019-04-12 09:20:00,1375.3999999999999,-1,True,37
2019-04-12 14:15:00,1326.75,1,True,37
2019-04-12 15:00:00,1311.2000000000003,-1,True,37
2019-04-12 15:10:00,1253.35,1,True,37
2019-04-15 09:20:00,1003.2499999999999,-1,True,37
2019-04-15 10:00:00,998.5500000000001,1,True,37
2019-04-15 10:30:00,1002.4,-1,True,37
2019-04-15 10:35:00,1031.0,1,True,37
2019-04-15 11:20:00,1001.9,-1,True,37
2019-04-15 12:00:00,1011.8500000000001,1,True,37
2019-04-15 12:15:00,1001.7999999999998,-1,True,37
2019-04-15 15:10:00,893.2500000000001,1,True,37
2019-04-16 09:20:00,629.8499999999999,-1,True,37
2019-04-16 09:50:00,678.7,1,True,37
2019-04-16 12:00:00,674.4000000000001,-1,True,37
2019-04-16 12:25:00,682.85,1,True,37
2019-04-16 15:00:00,753.8,-1,True,37
2019-04-16 15:10:00,734.0,1,True,37
2019-04-18 09:20:00,260.75000000000006,-1,True,37
2019-04-18 09:35:00,283.45000000000005,1,True,37
2019-04-18 13:40:00,345.15,-1,True,37
2019-04-18 15:00:00,435.0,1,True,37
2019-04-22 09:25:00,1285.15,-1,True,37
2019-04-22 13:20:00,1223.3,1,True,37
2019-04-22 13:25:00,1194.75,-1,True,37
2019-04-22 14:20:00,1217.2,1,True,37
2019-04-23 09:20:00,1083.8,-1,True,37
2019-04-23 09:45:00,1072.35,1,True,37
2019-04-23 10:20:00,1052.75,-1,True,37
2019-04-23 12:35:00,1076.75,1,True,37
2019-04-23 12:40:00,1039.2,-1,True,37
2019-04-23 14:35:00,1124.4,1,True,37
2019-04-24 09:20:00,738.35,-1,True,37
2019-04-24 09:25:00,762.3,1,True,37
2019-04-24 09:35:00,750.45,-1,True,37
2019-04-24 09:45:00,752.75,1,True,37
2019-04-24 09:50:00,749.2,-1,True,37
2019-04-24 13:15:00,707.5,1,True,37
2019-04-24 13:20:00,693.95,-1,True,37
2019-04-24 13:30:00,708.75,1,True,37
2019-04-24 13:35:00,685.85,-1,True,37
2019-04-24 15:00:00,848.8,1,True,37
2019-04-25 09:20:00,342.75,-1,True,37
2019-04-25 12:35:00,347.50000000000006,1,True,37
2019-04-25 12:40:00,283.85,-1,True,37
2019-04-25 13:25:00,315.84999999999997,1,True,37
2019-04-25 13:35:00,279.9,-1,True,37
2019-04-25 13:45:00,346.75000000000006,1,True,37
2019-04-25 14:10:00,254.75,-1,True,37
2019-04-25 14:20:00,311.85,1,True,37
2019-04-25 14:35:00,253.95,-1,True,37
2019-04-25 14:40:00,336.19999999999993,1,True,37
2019-04-26 09:20:00,1202.65,-1,True,37
2019-04-26 09:25:00,1236.6,1,True,37
2019-04-26 09:30:00,1213.6999999999998,-1,True,37
2019-04-26 12:05:00,1167.5,1,True,37
2019-04-26 12:10:00,1161.4,-1,True,37
2019-04-26 13:55:00,1273.1000000000001,1,True,37
2019-04-30 11:10:00,915.15,-1,True,37
2019-04-30 11:45:00,966.3,1,True,37
2019-04-30 12:10:00,930.05,-1,True,37
2019-04-30 12:25:00,949.8000000000001,1,True,37
2019-04-30 12:40:00,905.35,-1,True,37
2019-04-30 12:55:00,1000.8000000000001,1,True,37
2019-04-30 13:10:00,940.15,-1,True,37
2019-04-30 13:15:00,957.5,1,True,37
2019-04-30 13:35:00,937.65,-1,True,37
