,date,points,total trade,pnl,pnl_pct
34,2019-02-18,-44.971299999999985,4,-1124.2824999999996,-0.6246013888888887
35,2019-02-19,-38.574100000000016,4,-964.3525000000004,-0.5357513888888891
36,2019-02-20,-29.75299999999997,4,-743.8249999999992,-0.41323611111111064
37,2019-02-21,43.11649999999999,4,1077.9124999999997,0.5988402777777776
38,2019-02-22,21.021600000000007,4,525.5400000000002,0.29196666666666676
39,2019-02-25,11.478599999999929,4,286.9649999999982,0.159424999999999
40,2019-02-26,-36.37500000000003,4,-909.3750000000007,-0.5052083333333337
41,2019-02-27,-29.093099999999993,4,-727.3274999999999,-0.40407083333333327
42,2019-02-28,65.798,4,1644.95,0.9138611111111111
43,2019-03-01,5.1107000000000085,4,127.76750000000021,0.07098194444444457
44,2019-03-05,72.31970000000001,4,1807.9925000000003,1.004440277777778
45,2019-03-06,-21.455799999999982,4,-536.3949999999995,-0.29799722222222197
46,2019-03-07,65.96640000000001,4,1649.16,0.9162
47,2019-03-08,-44.611699999999985,4,-1115.2924999999996,-0.6196069444444442
48,2019-03-11,10.010100000000008,4,250.25250000000023,0.1390291666666668
49,2019-03-12,69.89159999999998,4,1747.2899999999995,0.9707166666666665
50,2019-03-13,84.41730000000001,4,2110.4325000000003,1.1724625000000002
51,2019-03-14,76.33599999999998,4,1908.3999999999996,1.060222222222222
52,2019-03-15,41.386499999999984,4,1034.6624999999997,0.5748124999999998
53,2019-03-18,73.99020000000002,4,1849.7550000000003,1.0276416666666668
54,2019-03-19,93.11439999999997,4,2327.859999999999,1.2932555555555552
55,2019-03-20,63.292,4,1582.3,0.8790555555555555
56,2019-03-22,166.06060000000002,4,4151.515,2.3063972222222224
57,2019-03-25,52.837999999999994,4,1320.9499999999998,0.733861111111111
58,2019-03-26,45.96249999999996,4,1149.062499999999,0.6383680555555551
59,2019-03-27,-32.626000000000005,4,-815.6500000000001,-0.4531388888888889
60,2019-03-28,61.246,4,1531.15,0.8506388888888889
61,2019-03-29,-71.91230000000002,4,-1797.8075000000003,-0.9987819444444447
62,2019-04-01,55.84390000000002,4,1396.0975000000005,0.7756097222222225
63,2019-04-02,-59.47870000000003,4,-1486.9675000000009,-0.8260930555555561
64,2019-04-03,115.89670000000002,4,2897.4175000000005,1.6096763888888894
65,2019-04-04,-31.681300000000007,4,-792.0325000000001,-0.4400180555555556
66,2019-04-05,-26.086799999999982,4,-652.1699999999996,-0.36231666666666645
67,2019-04-08,-42.738399999999984,4,-1068.4599999999996,-0.5935888888888886
68,2019-04-09,-47.93780000000001,4,-1198.4450000000002,-0.6658027777777779
69,2019-04-10,-44.216499999999996,4,-1105.4125,-0.6141180555555555
70,2019-04-11,-18.540800000000004,4,-463.5200000000001,-0.2575111111111112
71,2019-04-12,22.049200000000013,4,551.2300000000004,0.3062388888888891
72,2019-04-15,29.9032,4,747.5799999999999,0.4153222222222222
73,2019-04-16,80.13829999999999,4,2003.4574999999998,1.1130319444444443
74,2019-04-18,64.7699,4,1619.2475000000002,0.8995819444444445
75,2019-04-22,-52.66899999999998,4,-1316.7249999999995,-0.7315138888888886
76,2019-04-23,-50.318400000000054,4,-1257.9600000000014,-0.6988666666666674
77,2019-04-24,-35.34740000000002,4,-883.6850000000005,-0.49093611111111146
78,2019-04-25,-22.044299999999993,4,-551.1074999999998,-0.3061708333333332
79,2019-04-26,-48.06349999999995,4,-1201.5874999999987,-0.6675486111111104
80,2019-04-30,32.03019999999998,4,800.7549999999994,0.44486388888888856
81,2019-05-02,-21.04550000000002,4,-526.1375000000005,-0.2922986111111114
82,2019-05-03,20.894399999999962,4,522.359999999999,0.29019999999999946
83,2019-05-06,-59.647500000000036,4,-1491.187500000001,-0.8284375000000005
84,2019-05-07,-47.13239999999999,4,-1178.3099999999997,-0.6546166666666665
85,2019-05-08,-38.592600000000004,4,-964.815,-0.5360083333333334
86,2019-05-09,-20.509600000000006,4,-512.7400000000001,-0.28485555555555564
87,2019-05-10,-62.59060000000005,4,-1564.7650000000012,-0.8693138888888896
88,2019-05-13,74.98019999999998,4,1874.5049999999997,1.0413916666666665
89,2019-05-14,36.64389999999996,4,916.097499999999,0.508943055555555
90,2019-05-15,134.7495,4,3368.7375,1.8715208333333333
91,2019-05-16,-23.8433,4,-596.0825,-0.33115694444444443
92,2019-05-17,-49.19219999999984,4,-1229.8049999999962,-0.6832249999999979
93,2019-05-20,119.01690000000019,4,2975.4225000000047,1.6530125000000027
94,2019-05-21,86.04650000000004,4,2151.162500000001,1.1950902777777783
95,2019-05-22,-151.3705,4,-3784.2625,-2.1023680555555555
96,2019-05-23,-109.84349999999995,4,-2746.0874999999987,-1.525604166666666
97,2019-05-24,-73.32900000000001,4,-1833.2250000000001,-1.0184583333333335
98,2019-05-27,107.36420000000004,4,2684.105000000001,1.491169444444445
99,2019-05-28,-7.136599999999987,4,-178.41499999999968,-0.09911944444444427
100,2019-05-29,89.0528,4,2226.32,1.2368444444444446
101,2019-05-30,-20.57590000000002,4,-514.3975000000005,-0.2857763888888891
102,2019-05-31,98.57050000000001,4,2464.2625000000003,1.3690347222222223
103,2019-06-03,111.72730000000006,4,2793.1825000000013,1.5517680555555562
104,2019-06-04,-50.21770000000001,4,-1255.4425,-0.6974680555555556
105,2019-06-06,98.04160000000002,4,2451.0400000000004,1.3616888888888892
106,2019-06-07,-60.26910000000004,4,-1506.7275000000009,-0.8370708333333338
107,2019-06-10,92.6251,4,2315.6275,1.2864597222222223
108,2019-06-11,-53.18779999999995,4,-1329.6949999999988,-0.7387194444444437
109,2019-06-12,86.21470000000008,4,2155.367500000002,1.19742638888889
110,2019-06-13,30.523299999999992,4,763.0824999999998,0.42393472222222206
111,2019-06-14,49.681400000000025,4,1242.0350000000005,0.6900194444444447
112,2019-06-17,34.16770000000007,4,854.1925000000017,0.4745513888888898
113,2019-06-18,-48.98000000000005,4,-1224.5000000000011,-0.6802777777777784
114,2019-06-19,-28.68999999999997,4,-717.2499999999992,-0.3984722222222218
115,2019-06-20,-25.641100000000037,4,-641.0275000000009,-0.3561263888888894
116,2019-06-21,-59.53370000000001,4,-1488.3425000000002,-0.8268569444444445
117,2019-06-24,-54.690799999999996,4,-1367.27,-0.7595944444444445
118,2019-06-25,101.29540000000003,4,2532.3850000000007,1.406880555555556
119,2019-06-26,112.5651,4,2814.1275,1.5634041666666667
120,2019-06-27,-22.7153,4,-567.8824999999999,-0.3154902777777777
121,2019-06-28,-56.47529999999995,4,-1411.8824999999988,-0.7843791666666661
122,2019-07-01,47.11200000000002,4,1177.8000000000006,0.6543333333333337
123,2019-07-02,12.200699999999998,4,305.0174999999999,0.16945416666666663
124,2019-07-03,23.07190000000002,4,576.7975000000005,0.3204430555555558
125,2019-07-04,66.46129999999998,4,1661.5324999999996,0.9230736111111107
126,2019-07-05,-68.1581000000001,4,-1703.9525000000026,-0.9466402777777793
127,2019-07-08,142.776,4,3569.4,1.983
128,2019-07-09,-49.66900000000004,4,-1241.725000000001,-0.6898472222222227
129,2019-07-10,76.917,4,1922.925,1.0682916666666666
130,2019-07-11,-21.773300000000006,4,-544.3325000000002,-0.30240694444444455
131,2019-07-12,-53.895200000000045,4,-1347.380000000001,-0.748544444444445
132,2019-07-15,46.71409999999999,4,1167.8524999999997,0.6488069444444443
133,2019-07-16,49.533899999999996,4,1238.3474999999999,0.6879708333333332
134,2019-07-17,41.228299999999976,4,1030.7074999999993,0.5726152777777773
135,2019-07-18,13.657499999999997,4,341.43749999999994,0.18968749999999998
136,2019-07-19,140.18,4,3504.5,1.9469444444444446
137,2019-07-22,-45.960999999999984,4,-1149.0249999999996,-0.638347222222222
138,2019-07-23,-38.61020000000002,4,-965.2550000000006,-0.5362527777777781
139,2019-07-24,113.19759999999998,4,2829.9399999999996,1.5721888888888886
140,2019-07-25,-18.753299999999996,4,-468.83249999999987,-0.26046249999999993
141,2019-07-26,54.85710000000003,4,1371.4275000000007,0.761904166666667
142,2019-07-29,5.0649999999999835,4,126.62499999999959,0.07034722222222199
143,2019-07-30,80.12989999999999,4,2003.2474999999997,1.1129152777777775
144,2019-07-31,-35.02779999999996,4,-875.6949999999989,-0.4864972222222216
145,2019-08-01,-26.954500000000024,4,-673.8625000000006,-0.3743680555555559
146,2019-08-02,-75.99240000000009,4,-1899.8100000000022,-1.055450000000001
147,2019-08-05,-63.0637000000001,4,-1576.5925000000025,-0.8758847222222236
148,2019-08-06,80.57700000000003,4,2014.4250000000006,1.1191250000000004
149,2019-08-07,-55.00490000000002,4,-1375.1225000000004,-0.7639569444444447
150,2019-08-08,-26.14929999999997,4,-653.7324999999992,-0.36318472222222176
151,2019-08-09,10.757300000000043,4,268.9325000000011,0.14940694444444505
152,2019-08-13,159.91729999999995,4,3997.932499999999,2.2210736111111107
153,2019-08-14,-29.827200000000005,4,-745.6800000000001,-0.41426666666666667
154,2019-08-16,102.50570000000003,4,2562.642500000001,1.4236902777777782
155,2019-08-19,-61.30699999999999,4,-1532.6749999999997,-0.851486111111111
156,2019-08-20,42.17199999999998,4,1054.2999999999995,0.5857222222222219
157,2019-08-21,-43.26150000000001,4,-1081.5375000000004,-0.6008541666666669
158,2019-08-22,97.5332,4,2438.33,1.3546277777777778
159,2019-08-23,47.380300000000034,4,1184.5075000000008,0.6580597222222228
160,2019-08-26,-74.41890000000001,4,-1860.4725000000003,-1.0335958333333335
161,2019-08-27,-64.62309999999994,4,-1615.5774999999985,-0.8975430555555547
162,2019-08-28,120.59909999999996,4,3014.977499999999,1.6749874999999994
163,2019-08-29,-26.1378,4,-653.4449999999999,-0.363025
164,2019-08-30,-84.8076000000001,4,-2120.1900000000023,-1.1778833333333345
165,2019-09-03,57.10289999999996,4,1427.572499999999,0.7930958333333328
166,2019-09-04,110.80630000000004,4,2770.1575000000007,1.5389763888888892
167,2019-09-05,134.09439999999995,4,3352.3599999999988,1.8624222222222215
168,2019-09-06,32.73359999999994,4,818.3399999999984,0.4546333333333325
169,2019-09-09,119.06589999999998,4,2976.6474999999996,1.6536930555555556
170,2019-09-11,92.22059999999999,4,2305.515,1.2808416666666667
171,2019-09-12,-22.552499999999995,4,-563.8124999999999,-0.3132291666666666
172,2019-09-13,-64.60629999999992,4,-1615.157499999998,-0.897309722222221
173,2019-09-16,-54.19900000000004,4,-1354.975000000001,-0.7527638888888895
174,2019-09-17,144.1413,4,3603.5325000000003,2.0019625000000003
175,2019-09-18,-41.855500000000035,4,-1046.387500000001,-0.5813263888888894
176,2019-09-19,88.4015,4,2210.0375,1.227798611111111
177,2019-09-20,-77.48370000000006,4,-1937.0925000000013,-1.0761625000000008
178,2019-09-23,413.0876,4,10327.19,5.737327777777778
179,2019-09-24,-94.9504,4,-2373.76,-1.3187555555555557
180,2019-09-25,166.69320000000008,4,4167.330000000002,2.3151833333333345
181,2019-09-26,114.66449999999998,4,2866.6124999999993,1.5925624999999994
182,2019-09-27,-119.47140000000002,4,-2986.7850000000003,-1.659325
183,2019-09-30,177.70010000000008,4,4442.502500000002,2.4680569444444456
184,2019-10-01,188.36129999999997,4,4709.032499999999,2.616129166666666
185,2019-10-03,222.04729999999995,4,5551.182499999999,3.0839902777777772
186,2019-10-04,274.0502,4,6851.255,3.806252777777778
187,2019-10-07,60.435499999999934,4,1510.8874999999985,0.8393819444444437
188,2019-10-09,-68.46700000000004,4,-1711.675000000001,-0.9509305555555561
189,2019-10-10,155.8992,4,3897.48,2.1652666666666667
190,2019-10-11,-112.49559999999991,4,-2812.3899999999976,-1.5624388888888876
191,2019-10-14,-106.40809999999999,4,-2660.2025,-1.4778902777777776
192,2019-10-15,82.76919999999993,4,2069.229999999998,1.1495722222222213
193,2019-10-16,-68.7830999999999,4,-1719.5774999999976,-0.955320833333332
194,2019-10-17,-42.82070000000007,4,-1070.5175000000017,-0.5947319444444454
195,2019-10-18,34.19549999999998,4,854.8874999999996,0.47493749999999973
196,2019-10-22,97.31630000000004,4,2432.907500000001,1.3516152777777786
197,2019-10-23,-74.88950000000003,4,-1872.2375000000006,-1.0401319444444448
198,2019-10-24,102.28999999999996,4,2557.249999999999,1.4206944444444438
199,2019-10-25,-91.24890000000005,4,-2281.222500000001,-1.267345833333334
200,2019-10-29,101.49869999999994,4,2537.4674999999984,1.4097041666666656
201,2019-10-30,-49.43600000000001,4,-1235.9,-0.6866111111111112
202,2019-10-31,85.36740000000002,4,2134.1850000000004,1.1856583333333335
203,2019-11-01,36.17910000000009,4,904.4775000000022,0.5024875000000013
204,2019-11-04,17.88180000000014,4,447.0450000000035,0.2483583333333353
205,2019-11-05,27.410799999999966,4,685.2699999999992,0.3807055555555551
206,2019-11-06,142.1351,4,3553.3775,1.9740986111111112
207,2019-11-07,-33.725100000000026,4,-843.1275000000006,-0.46840416666666707
208,2019-11-08,75.9684,4,1899.21,1.0551166666666667
209,2019-11-11,-63.329000000000065,4,-1583.2250000000017,-0.8795694444444453
210,2019-11-13,88.17009999999992,4,2204.252499999998,1.224584722222221
211,2019-11-14,-33.25720000000001,4,-831.4300000000003,-0.4619055555555557
212,2019-11-15,-74.2749,4,-1856.8725,-1.0315958333333333
213,2019-11-18,5.96440000000004,4,149.110000000001,0.08283888888888945
214,2019-11-19,59.458299999999895,4,1486.4574999999973,0.8258097222222207
215,2019-11-20,-52.483700000000056,4,-1312.0925000000013,-0.7289402777777785
216,2019-11-21,-30.0608,4,-751.52,-0.4175111111111111
217,2019-11-22,48.38620000000003,4,1209.6550000000007,0.6720305555555559
218,2019-11-25,125.02599999999995,4,3125.6499999999987,1.7364722222222215
219,2019-11-26,-44.774699999999996,4,-1119.3674999999998,-0.6218708333333333
220,2019-11-27,76.05299999999997,4,1901.3249999999991,1.0562916666666662
221,2019-11-28,64.31370000000001,4,1607.8425000000002,0.8932458333333334
222,2019-11-29,-11.997699999999952,4,-299.9424999999988,-0.16663472222222156
223,2019-12-02,-52.94480000000004,4,-1323.620000000001,-0.735344444444445
224,2019-12-03,50.00800000000001,4,1250.2000000000003,0.6945555555555557
225,2019-12-04,-36.234800000000064,4,-905.8700000000016,-0.5032611111111119
226,2019-12-05,-32.0453,4,-801.1324999999999,-0.4450736111111111
227,2019-12-06,82.66099999999992,4,2066.524999999998,1.1480694444444433
228,2019-12-09,22.866600000000062,4,571.6650000000016,0.31759166666666755
229,2019-12-10,46.09430000000003,4,1152.3575000000008,0.6401986111111115
230,2019-12-11,-43.649099999999976,4,-1091.2274999999995,-0.6062374999999998
231,2019-12-12,-24.048800000000014,4,-601.2200000000004,-0.3340111111111113
232,2019-12-13,-0.8260000000000218,4,-20.650000000000546,-0.011472222222222526
233,2019-12-16,32.87389999999996,4,821.8474999999991,0.45658194444444394
234,2019-12-17,19.436600000000084,4,485.9150000000021,0.26995277777777893
235,2019-12-18,-30.302500000000038,4,-757.5625000000009,-0.4208680555555561
236,2019-12-19,105.6044,4,2640.11,1.4667277777777779
237,2019-12-20,26.060100000000034,4,651.5025000000009,0.3619458333333338
238,2019-12-23,-34.81170000000003,4,-870.2925000000007,-0.4834958333333337
239,2019-12-24,43.81499999999994,4,1095.3749999999986,0.6085416666666659
240,2019-12-26,28.428499999999996,4,710.7124999999999,0.39484027777777775
241,2019-12-27,43.62550000000002,4,1090.6375000000005,0.6059097222222225
242,2019-12-30,-43.0343,4,-1075.8575,-0.5976986111111112
243,2019-12-31,-38.5694,4,-964.235,-0.5356861111111111
