,date,points,total trade,pnl,pnl_pct
0,2019-01-01,-53.69749999999999,2,-1342.4374999999998,-0.13424375
1,2019-01-02,-282.1987499999998,14,-7054.9687499999945,-0.7054968749999995
2,2019-01-03,144.54500000000007,4,3613.625000000002,0.3613625000000002
3,2019-01-04,-170.51874999999995,8,-4262.968749999999,-0.42629687499999996
4,2019-01-07,-217.7974999999998,10,-5444.9374999999945,-0.5444937499999994
5,2019-01-08,-267.0112499999998,10,-6675.2812499999945,-0.6675281249999995
6,2019-01-09,-53.83124999999967,10,-1345.7812499999918,-0.13457812499999916
7,2019-01-10,177.53250000000006,2,4438.312500000002,0.44383125000000023
8,2019-01-11,-362.2212499999987,14,-9055.531249999967,-0.9055531249999967
9,2019-01-14,75.80500000000006,2,1895.1250000000016,0.18951250000000017
10,2019-01-15,65.02874999999995,2,1625.7187499999986,0.16257187499999987
11,2019-01-16,122.72625,2,3068.15625,0.30681562500000004
12,2019-01-17,79.69500000000001,6,1992.3750000000002,0.1992375
13,2019-01-18,-227.04624999999987,8,-5676.156249999996,-0.5676156249999996
14,2019-01-21,-319.5387500000003,8,-7988.468750000007,-0.7988468750000007
15,2019-01-22,78.33124999999995,2,1958.2812499999989,0.19582812499999985
16,2019-01-23,-121.34875000000011,4,-3033.7187500000027,-0.30337187500000024
17,2019-01-24,127.595,4,3189.875,0.3189875
18,2019-01-25,-123.20749999999998,4,-3080.1874999999995,-0.30801874999999995
19,2019-01-28,-106.93375000000003,2,-2673.343750000001,-0.26733437500000007
20,2019-01-29,-230.56249999999943,10,-5764.062499999985,-0.5764062499999986
21,2019-01-30,177.2012499999999,4,4430.031249999997,0.4430031249999997
22,2019-01-31,-161.79249999999988,10,-4044.812499999997,-0.40448124999999974
23,2019-02-01,-406.7899999999993,12,-10169.749999999982,-1.0169749999999982
24,2019-02-04,-423.0149999999999,12,-10575.374999999996,-1.0575374999999996
25,2019-02-05,-112.94874999999968,8,-2823.718749999992,-0.28237187499999916
26,2019-02-06,56.1099999999999,4,1402.7499999999975,0.14027499999999976
27,2019-02-07,359.4337500000001,4,8985.843750000002,0.8985843750000002
28,2019-02-08,-146.93500000000017,8,-3673.3750000000045,-0.3673375000000005
29,2019-02-11,-7.6187499999995225,6,-190.46874999998806,-0.019046874999998808
30,2019-02-12,-73.81250000000011,4,-1845.3125000000027,-0.18453125000000029
31,2019-02-13,-162.08624999999967,8,-4052.156249999992,-0.40521562499999914
32,2019-02-14,-146.83874999999992,10,-3670.968749999998,-0.3670968749999998
33,2019-02-15,-41.39250000000038,6,-1034.8125000000095,-0.10348125000000094
34,2019-02-18,-234.2187499999999,10,-5855.468749999997,-0.5855468749999997
35,2019-02-19,14.215000000000373,6,355.3750000000093,0.03553750000000093
36,2019-02-20,-59.219999999999686,8,-1480.4999999999923,-0.14804999999999924
37,2019-02-21,152.97000000000006,4,3824.2500000000014,0.3824250000000001
38,2019-02-22,77.54874999999993,2,1938.7187499999982,0.1938718749999998
39,2019-02-25,-177.46625000000017,8,-4436.656250000005,-0.4436656250000005
40,2019-02-26,-158.7299999999999,8,-3968.2499999999977,-0.39682499999999976
41,2019-02-27,-108.84374999999989,2,-2721.0937499999973,-0.27210937499999976
42,2019-02-28,146.09875,2,3652.46875,0.36524687499999997
43,2019-03-01,51.68125000000009,2,1292.0312500000023,0.12920312500000025
44,2019-03-05,-20.42625000000021,2,-510.65625000000523,-0.051065625000000524
45,2019-03-06,3.583750000000009,8,89.59375000000023,0.008959375000000023
46,2019-03-07,18.232500000000044,2,455.81250000000114,0.045581250000000115
47,2019-03-08,-133.1374999999997,6,-3328.4374999999927,-0.33284374999999927
48,2019-03-11,-145.57249999999988,6,-3639.312499999997,-0.36393124999999965
49,2019-03-12,-216.88874999999996,10,-5422.218749999999,-0.5422218749999999
50,2019-03-13,-285.2237499999999,8,-7130.593749999997,-0.7130593749999997
51,2019-03-14,92.29375000000027,8,2307.343750000007,0.23073437500000069
52,2019-03-15,-272.4237499999999,6,-6810.593749999998,-0.6810593749999998
